url,label
https://www.icecream.com,0.0
http://icuwtzw.cloudaccess.host/,1.0
http://bcc56.freehostpro.com/,1.0
https://www.inkspired.ro,0.0
http://www.yonseidentist.com/wordpress/jp/,1.0
https://www.forvik.com,0.0
http://www.cryptobara.com,1.0
https://www.thebestnest.co.nz,0.0
http://www.prepairweekend.nl,1.0
https://www.uspsmailjourney.com/uspsmailjourney.com/%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%82%C3%83%C2%83%C3%82%C2%82%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%83%C3%83%C2%82%C3%82%C2%83%C3%83%C2%83%C3%82%C2%82%EF%BF%BD,1.0
http://www.duniadekho.bar,1.0
https://www.theinsightpartners.com,0.0
https://www.rudidias.com.br,0.0
https://www.roblox.com.bn/games/17625359962/RIVALS?privateServerLinkCode=32521013251177191579040166837938&game_id=17625359962&game_name=RIVALS,1.0
http://www.poppingx.com,1.0
https://www.vortex86.com,0.0
https://www.pekao.com.pl,0.0
https://www.jamuna.tv,0.0
http://www.partiesandprettythings.com,1.0
https://www.amazon.ie/ap/signin?openid.pape.max_auth_age=1209600&openid.return_to=https%3A%2F%2Fwww.amazon.ie%2Fcheckout%2Fp%2Fp-404-5633797-9446727%2Fpip%2F&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=amazon_checkout_ie&openid.mode=checkid_setup&language=en_IE&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,1.0
http://www.1guag8v6zsne21myf9hdwm7r95.net,1.0
https://www.tombraiderforums.com,0.0
https://www.wincert.net,0.0
http://www.mail.cozyreview.com,1.0
https://www.charityengine.com,0.0
https://www.mishtann.com,0.0
https://doc345469fx569m-1310252903.cos.na-siliconvalley.myqcloud.com/apps.htm,1.0
https://www.idonate.com,0.0
http://www.mel.cloudcontentsmak.com,1.0
https://www.schwabcharitable.org,0.0
https://www.doravillega.us,0.0
https://www.donationcoder.com,0.0
http://pancakeswap.yahoosites.com,1.0
https://www.superiorsights.com,0.0
https://www.pipefittingsdirect.co.uk,0.0
http://www.joia-data.com,1.0
https://www.worldart.co.za,0.0
https://www.islamic-relief.org.uk,0.0
https://www.rangerscharity.org.uk,0.0
http://www.f0588972.xsph.ru,1.0
https://officegraf.com.br/lbpiaccess.com/login/,1.0
https://www.myirtech.com,0.0
https://www.palaisgalliera.paris.fr,0.0
https://www.doping.nl,0.0
https://fagancontabilidade.com.br/red.php,1.0
https://www.dynu.com,0.0
https://www.orlandohealth.com,0.0
https://www.myhappyjourney.com,0.0
https://www.gpo.gov,0.0
https://www.californiafrontier.net,0.0
https://www.ourwhiskeylullaby.com,0.0
