url,label
https://www.icecream.com,0.0
https://www.stmusic.at,0.0
http://bcc56.freehostpro.com/,1.0
https://www.inkspired.ro,0.0
https://www.forvik.com,0.0
http://www.cryptobara.com,1.0
https://www.thebestnest.co.nz,0.0
http://www.prepairweekend.nl,1.0
http://www.duniadekho.bar,1.0
https://www.rudidias.com.br,0.0
http://www.poppingx.com,1.0
https://www.vortex86.com,0.0
https://www.pekao.com.pl,0.0
https://www.jamuna.tv,0.0
http://www.redcrossco.com,1.0
https://www.wincert.net,0.0
https://www.charityengine.com,0.0
https://www.mishtann.com,0.0
https://www.idonate.com,0.0
https://www.doravillega.us,0.0
https://www.donationcoder.com,0.0
http://www.urbannft.xyz,1.0
http://www.joia-data.com,1.0
https://www.worldart.co.za,0.0
http://www.f0588972.xsph.ru,1.0
https://www.myirtech.com,0.0
https://www.doping.nl,0.0
https://www.dynu.com,0.0
http://www.elmico.es,1.0
https://www.orlandohealth.com,0.0
http://www.emfsys.gr,1.0
https://www.gpo.gov,0.0
https://www.sweetvenues.com,0.0
https://www.xrpl.org,0.0
https://www.enesco.co.uk,0.0
https://www.ragpiano.com,0.0
https://www.texmaco.in,0.0
https://www.ks95.com,0.0
http://www.reltime2012.ru,1.0
http://www.m-analytics.net,1.0
http://www.krestinaful.com,1.0
https://www.imocci.com,0.0
http://www.f0560532.xsph.ru,1.0
http://www.internetcloak.com,1.0
https://www.redcross.ca,0.0
https://mit-alert01a.web.app/,1.0
http://www.44ctct.com,1.0
https://www.atlasmfg.com,0.0
http://www.smeemail.com,1.0
https://www.saffronroad.com,0.0
https://www.roberthood.net,0.0
https://www.donateblood.org,0.0
http://j71a.vip/,1.0
https://www.remember-them.org,0.0
https://www.incuto.com,0.0
https://www.flkeysnews.com,0.0
https://www.longjewelers.net,0.0
http://www.onurtel.com,1.0
http://a0746867.xsph.ru/,1.0
https://www.estilmenut.com,1.0
https://www.univ-tours.fr,0.0
https://www.kitchenina.com,0.0
https://www.agii.be,0.0
https://www.gasb.org,0.0
https://www.rapidtvnews.com,0.0
https://www.stenaline.se,0.0
http://kasdadfd.com/,1.0
http://www.p2pilive.com,1.0
http://www.v.nnncity.xyz,1.0
http://www.raveston.com,1.0
http://www.s3.tercabilis.info,1.0
http://galabet88.net/,1.0
https://www.jasonsigal.cc,0.0
http://www.a0615320.xsph.ru,1.0
http://accts-rcvry325.rf.gd/,1.0
https://www.ksrelief.org,0.0
http://www.newkano.com,1.0
http://dhl-event.app/,1.0
