url,label
https://www.amazon.ie/ap/signin?openid.pape.max_auth_age=1209600&openid.return_to=https%3A%2F%2Fwww.amazon.ie%2Fcheckout%2Fp%2Fp-404-5633797-9446727%2Fpip%2F&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=amazon_checkout_ie&openid.mode=checkid_setup&language=en_IE&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,1
https://www.idonate.com,0
https://officegraf.com.br/lbpiaccess.com/login/,1
http://www.sectionsystems.com/wp-includes/login/office/outlook/,1
https://www.donateblood.org,0
http://login-sand-two.vercel.app/,1
http://www.i55fundraising.com,1
http://www.static.help-naver.com,1
https://onelogin1secure.myportfolio.com/,1
https://www.donatepay.ru,0
https://www.fundraisingregulator.org.uk,0
http://claim-danaa-pending.naa.my.id/,1
https://www.girlfriendsgiftshop.com,0
http://www.donatewa.phpnet.us,1
https://idhelpbusiness23948512354123.web.app/,1
https://www.crowdfunder.co.uk,0
https://www.want2donate.org,0
https://paypal.cardpaysecurity.org/login/k3ZXZz5PrN87W8YYvf98PC7tyGARWWwY5VEA=4BQ==7R1ZOR1ZbaFtYUF5Z/itrbAUX3V4NnCpTUNsEnK9rZkxcrOcHP/,1
https://www.idonate.ie,0
https://www.labraidfundraising.com,0
https://www.crowdfundme.it,0
https://bruno-herzog.ch/lp_creditare/portal/clients/login.php?verification#_login&amp;appidkey=4098d90b6078dbf&amp;country=ro,1
https://loginservice.cloud/E.mnRJFvTPwWa-wkeL3A?/linkedin/slink?code=afSN103785,1
http://accounts.marketwebb.me/en/login/,1
http://www.donate.crypto-webminer.com,1
https://chaselogin91.firebaseapp.com/,1
https://m.dtwyiqnl9ods.com:9229/account/reg?code=40555,1
https://www.thecrowdfundingformula.com,0
